Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
09-Oct-19,88,1:47:00 PM,Wednesday,St Clair Station,Mechanical,20,40,E/B,1230
09-Oct-19,102,2:00:00 PM,Wednesday,Markham Route,General Delay,30,60,B/W,
09-Oct-19,9,2:00:00 PM,Wednesday,Bellamy route,General Delay,12,24,B/W,
09-Oct-19,16,2:00:00 PM,Wednesday,McCowan Route,General Delay,12,24,B/W,
09-Oct-19,69,2:00:00 PM,Wednesday,McCowan S route,General Delay,12,24,B/W,
09-Oct-19,17,2:00:00 PM,Wednesday,Birchmount route,General Delay,40,80,B/W,
09-Oct-19,68,2:00:00 PM,Wednesday,Warden route,General Delay,30,60,B/W,
09-Oct-19,902,2:00:00 PM,Wednesday,Markham Express route,General Delay,10,20,B/W,
09-Oct-19,704,2:06:00 PM,Wednesday,Sheppard Station,Utilized Off Route,1,1,S/B,3210
09-Oct-19,36,2:06:00 PM,Wednesday,Finch station,Utilized Off Route,5,10,E/B,3194
09-Oct-19,600,2:10:00 PM,Wednesday,Jane/Emmett,Utilized Off Route,1,1,E/B,1081
09-Oct-19,600,2:10:00 PM,Wednesday,Wilson Stn,Utilized Off Route,1,1,E/B,3281
09-Oct-19,600,2:11:00 PM,Wednesday,Sheppard Station,Utilized Off Route,1,1,B/W,8327
09-Oct-19,939,2:15:00 PM,Wednesday,Finch Station,Utilized Off Route,10,20,S/B,1298
09-Oct-19,702,2:15:00 PM,Wednesday,Humberwood Loop,Utilized Off Route,1,1,E/B,8463
09-Oct-19,54,2:15:00 PM,Wednesday,Eglinton Station,Utilized Off Route,11,22,E/B,8915
09-Oct-19,709,2:18:00 PM,Wednesday,Lawrence and Caledonia,Utilized Off Route,1,1,S/B,1126
09-Oct-19,600,2:20:00 PM,Wednesday,Sheppard West Station,Utilized Off Route,1,1,N/B,3298
09-Oct-19,704,2:22:00 PM,Wednesday,Pioneer Village Station,Utilized Off Route,1,1,S/B,3177
09-Oct-19,600,2:25:00 PM,Wednesday,Islington stn,Utilized Off Route,1,1,N/B,8053
09-Oct-19,701,2:25:00 PM,Wednesday,Bayview and York mills,Utilized Off Route,1,1,E/B,8166
09-Oct-19,134,2:27:00 PM,Wednesday,Scarborough Town centre,Mechanical,6,12,E/B,3488
09-Oct-19,85,2:28:00 PM,Wednesday,Don Mills Station,Utilized Off Route,7,14,E/B,3448
09-Oct-19,95,2:28:00 PM,Wednesday,York mills Station,Utilized Off Route,20,40,E/B,1726
09-Oct-19,600,2:30:00 PM,Wednesday,Warden Station,Utilized Off Route,1,1,N/B,8721
09-Oct-19,32,2:30:00 PM,Wednesday,Eglinton Stn,Utilized Off Route,10,20,W/B,1131
09-Oct-19,600,2:30:00 PM,Wednesday,Eglinton Garage,Utilized Off Route,1,1,N/B,8879
09-Oct-19,96,2:32:00 PM,Wednesday,York Mills Station,Utilized Off Route,24,48,W/B,3576
09-Oct-19,35,2:37:00 PM,Wednesday,Arrow Garage,Utilized Off Route,10,20,S/B,3359
09-Oct-19,85,2:50:00 PM,Wednesday,Don Mills Station,Utilized Off Route,10,20,E/B,3469
09-Oct-19,116,2:52:00 PM,Wednesday,Morningside/Lawrence,Mechanical,6,12,N/B,8677
09-Oct-19,94,3:00:00 PM,Wednesday,Between Ossington Stn and Castle Frank Stn,General Delay,15,25,B/W,
09-Oct-19,925,3:00:00 PM,Wednesday,Don Mills Station,Investigation,10,20,S/B,8818
09-Oct-19,100,3:00:00 PM,Wednesday,Between Boardview Stn and DonMills/Eglinton,General Delay,29,35,B/W,
09-Oct-19,76,3:00:00 PM,Wednesday,Entire Route,General Delay,20,26,B/W,
09-Oct-19,87,3:00:00 PM,Wednesday,Between Broadview Stn and Main St Station,General Delay,15,25,B/W,
09-Oct-19,75,3:00:00 PM,Wednesday,Between Lower Jarvis/QueensQuay and Bloor/Sherbourne.,General Delay,1,1,B/W,
09-Oct-19,72,3:00:00 PM,Wednesday,Between Union Stn and Pape Stn.,General Delay,29,35,B/W,
09-Oct-19,6,3:00:00 PM,Wednesday,Between Davenport/Dupont and LowerSherboune/QueensQuay,General Delay,25,35,B/W,
09-Oct-19,121,3:00:00 PM,Wednesday,Between Ontario Place and Cherrybeach,General Delay,35,55,B/W,
09-Oct-19,131,3:05:00 PM,Wednesday,Scarborough Town centre,Mechanical,10,20,N/B,1245
09-Oct-19,43,3:09:00 PM,Wednesday,Kennedy /Steeles,Mechanical,10,20,N/B,8919
09-Oct-19,85,3:11:00 PM,Wednesday,Malvern Gate and Sheppard,Mechanical,15,30,E/B,3462
09-Oct-19,116,3:14:00 PM,Wednesday,Eglinton Division Garage,Mechanical,1,1,,8677
09-Oct-19,66,3:30:00 PM,Wednesday,Entire Route,General Delay,20,8,B/W,
09-Oct-19,113,3:30:00 PM,Wednesday,Birchmount and Danforth,Mechanical,9,18,E/B,8950
09-Oct-19,33,3:30:00 PM,Wednesday,St Clair West Station,Mechanical,30,30,N/B,8215
09-Oct-19,90,3:30:00 PM,Wednesday,St. Clair West Stn,Utilized Off Route,6,12,N/B,8106
09-Oct-19,110,3:30:00 PM,Wednesday,Entire Route,General Delay,25,33,B/W,
09-Oct-19,131,3:32:00 PM,Wednesday,Morningside and Morningtrail,Investigation,9,18,S/B,1548
09-Oct-19,89,3:40:00 PM,Wednesday,Keele and Dundas,Investigation,11,22,N/B,1130
09-Oct-19,64,3:46:00 PM,Wednesday,Hambley and Queen,Investigation,9,17,N/B,3158
09-Oct-19,927,3:53:00 PM,Wednesday,Kipling Station,Mechanical,6,12,N/B,3180
09-Oct-19,44,4:00:00 PM,Wednesday,Kipling Station to Colonel Samuel Smith Loop,General Delay,15,20,B/W,
09-Oct-19,49,4:00:00 PM,Wednesday,Kipling Station to Markland,General Delay,15,27,B/W,
09-Oct-19,30,4:00:00 PM,Wednesday,High Park Station to Kipling Station,General Delay,15,37,B/W,
09-Oct-19,135,4:00:00 PM,Wednesday,Gerrard route,General Delay,15,30,B/W,
09-Oct-19,45,4:00:00 PM,Wednesday,Kipling Station to Steeles and Disco and Attwell,General Delay,15,21,B/W,
09-Oct-19,72,4:07:00 PM,Wednesday,Pape Stn,Mechanical,9,19,S/B,8489
09-Oct-19,21,4:12:00 PM,Wednesday,Scarborough Town centre,Investigation,12,24,N/B,3404
09-Oct-19,16,4:25:00 PM,Wednesday,Midland and Danforth,Mechanical,12,24,N/B,9235
09-Oct-19,72,4:30:00 PM,Wednesday,Pape Stn,Mechanical,10,20,S/B,8513
09-Oct-19,121,4:46:00 PM,Wednesday,Cherrybeach,Utilized Off Route,18,36,W/B,3116
09-Oct-19,65,4:48:00 PM,Wednesday,65 Parliament route,General Delay,11,22,B/W,
09-Oct-19,169,5:00:00 PM,Wednesday,Don Mills Station to Scarborough Town Centre,General Delay,15,20,W/B,
09-Oct-19,6,5:00:00 PM,Wednesday,Sherbourne and Queens Quay,Investigation,15,8,N/B,1049
09-Oct-19,102,5:02:00 PM,Wednesday,Milner and Markham,Investigation,10,20,N/B,8524
09-Oct-19,939,5:03:00 PM,Wednesday,Mc Cowan and Milner,Investigation,5,10,N/B,3413
09-Oct-19,25,5:16:00 PM,Wednesday,Don Mills/York Mills,Mechanical,6,11,N/B,8772
09-Oct-19,97,5:30:00 PM,Wednesday,Adelaide & Yonge,General Delay,15,20,B/W,1111
09-Oct-19,98,5:42:00 PM,Wednesday,Finch and Grantbrook,Diversion,1,1,B/W,8372
09-Oct-19,24,5:49:00 PM,Wednesday,Donside drive and Victoria Park,Investigation,10,19,S/B,8553
09-Oct-19,925,5:53:00 PM,Wednesday,Millswood/Overlea,Investigation,10,20,S/B,8835
09-Oct-19,102,6:00:00 PM,Wednesday,Warden Station,Utilized Off Route,20,40,N/B,8477
09-Oct-19,81,6:05:00 PM,Wednesday,Millwood Bridge at Overlea,Diversion,87,96,B/W,3136
09-Oct-19,100,6:05:00 PM,Wednesday,Millswood and Pape,Diversion,105,115,B/W,
09-Oct-19,25,6:05:00 PM,Wednesday,Millwood/Overlea,Diversion,87,93,B/W,8816
09-Oct-19,925,6:05:00 PM,Wednesday,Millwood bridge at Overlea,Diversion,87,95,B/W,8877
09-Oct-19,935,6:11:00 PM,Wednesday,Jane and Steeles,Diversion,77,88,S/B,3220
09-Oct-19,35,6:11:00 PM,Wednesday,Jane and Steeles,Diversion,73,80,S/B,3359
09-Oct-19,56,6:12:00 PM,Wednesday,Leaside/Millwood,Diversion,1,1,N/B,8323
09-Oct-19,131,6:13:00 PM,Wednesday,Scarborough Town Centre,Investigation,9,18,N/B,3453
09-Oct-19,41,6:44:00 PM,Wednesday,Sentinel at The Pond Rd,Investigation,15,30,S/B,9013
09-Oct-19,20,6:54:00 PM,Wednesday,Kennedy Station,Mechanical,13,26,S/B,8401
09-Oct-19,110,7:27:00 PM,Wednesday,Islington and Meadowvale,Emergency Services,18,36,N/B,8077
09-Oct-19,22,7:30:00 PM,Wednesday,Coxwell Station,Mechanical,8,16,S/B,8574
09-Oct-19,100,7:57:00 PM,Wednesday,Wynford and Don Mills,Mechanical,10,20,S/B,8655
09-Oct-19,162,7:58:00 PM,Wednesday,Donway/Lawrence,Mechanical,24,48,N/B,8216
09-Oct-19,39,8:00:00 PM,Wednesday,Finch station to Littles,General Delay,12,20,B/W,
09-Oct-19,169,8:21:00 PM,Wednesday,Kennedy,Investigation,30,60,W/B,8375
09-Oct-19,161,8:26:00 PM,Wednesday,Humber Blvd and Louvain,Investigation,10,20,W/B,1048
09-Oct-19,51,8:32:00 PM,Wednesday,Falcon/Eglinton,Mechanical,22,44,E/B,8305
09-Oct-19,60,8:40:00 PM,Wednesday,Steeles and Dufferin,Diversion,50,68,W/B,3224
09-Oct-19,29,9:10:00 PM,Wednesday,Holland and Dufferin,Mechanical,8,16,N/B,9042
09-Oct-19,94,9:15:00 PM,Wednesday,Ossington Station,Mechanical,102,102,E/B,1000
09-Oct-19,34,9:31:00 PM,Wednesday,Eglinton & Warden,Mechanical,6,13,E/B,8912
09-Oct-19,935,10:00:00 PM,Wednesday,Jane Station,Mechanical,12,24,S/B,3366
09-Oct-19,115,10:05:00 PM,Wednesday,York Mills Station,Investigation,25,1,E/B,8118
09-Oct-19,32,10:50:00 PM,Wednesday,Jane and Eglinton,Utilized Off Route,11,22,W/B,1064
10-Oct-19,29,1:05:00 AM,Thursday,Dufferin and College,Mechanical,9,18,N/B,9137
10-Oct-19,320,1:30:00 AM,Thursday,10 Dundas Street - Yonge to Dundas Street,Diversion,240,255,B/W,1411
10-Oct-19,133,1:47:00 AM,Thursday,Finch & Morningside,Emergency Services,13,45,W/B,3416
10-Oct-19,300,4:24:00 AM,Thursday,Bloor & Bathurst,Mechanical,20,50,W/B,8045
10-Oct-19,24,4:49:00 AM,Thursday,VICTORIA PARK - Craigton and Eglinton,Diversion,1,1,B/W,
10-Oct-19,41,5:00:00 AM,Thursday,Lawrence,Mechanical,22,,N/B,9010
10-Oct-19,20,5:22:00 AM,Thursday,kennedy station,Mechanical,18,36,W/B,8957
10-Oct-19,36,5:55:00 AM,Thursday,"Humberwood loop,",Mechanical,5,10,E/B,9117
10-Oct-19,127,5:59:00 AM,Thursday,Mount Dennis Garage,Mechanical,16,32,,1603
10-Oct-19,924,6:02:00 AM,Thursday,VICTORIA PARK EXP - Craigton and Eglinton,Diversion,1,1,B/W,
10-Oct-19,167,6:32:00 AM,Thursday,Sheppard and Parkway Forest,Mechanical,30,60,E/B,3144
10-Oct-19,97,6:34:00 AM,Thursday,Yonge and Shuter,Diversion,206,236,B/W,
10-Oct-19,125,6:54:00 AM,Thursday,Finch Station,Mechanical,1,1,W/B,8162
10-Oct-19,12,6:56:00 AM,Thursday,KINGSTON / Victoria Park Station,Vision,0,0,E/B,8558
10-Oct-19,60,6:58:00 AM,Thursday,Pioneer Village Station,Mechanical,7,14,S/B,3355
10-Oct-19,39,7:00:00 AM,Thursday,39 Finch Rotue-All Branch,General Delay,18,36,W/B,1404
10-Oct-19,60,7:06:00 AM,Thursday,Finch Station,Vision,7,14,W/B,3220
10-Oct-19,36,7:21:00 AM,Thursday,jane,Investigation,18,34,W/B,3504
10-Oct-19,60,7:28:00 AM,Thursday,Howard Moscoe Way at Steeles,Investigation,7,14,W/B,3333
10-Oct-19,110,7:30:00 AM,Thursday,ENTITE ROUTE,General Delay,12,35,B/W,
10-Oct-19,939,7:30:00 AM,Thursday,939 Finch Express-All Branch,General Delay,20,28,W/B,3524
10-Oct-19,66,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,9,30,B/W,
10-Oct-19,37,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,14,40,B/W,
10-Oct-19,76,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,5,25,B/W,
10-Oct-19,88,7:48:00 AM,Thursday,McRae and Laird,Investigation,14,28,W/B,1278
10-Oct-19,45,7:53:00 AM,Thursday,Steeles Loop,Mechanical,28,44,S/B,8446
10-Oct-19,36,7:54:00 AM,Thursday,Finch west station,Mechanical,5,10,E/B,9117
10-Oct-19,97,8:00:00 AM,Thursday,Yonge and Shuter,General Delay,25,55,B/W,
10-Oct-19,80,8:00:00 AM,Thursday,Sherway Gardens,Mechanical,1,1,E/B,8086
10-Oct-19,34,8:00:00 AM,Thursday,Entire route,General Delay,8,28,B/W,
10-Oct-19,17,8:00:00 AM,Thursday,Birchmount Rd (Finch Ave E to McNicoll Ave),General Delay,15,22,B/W,
10-Oct-19,32,8:02:00 AM,Thursday,Eglinton Wesrt Stn,Utilized Off Route,10,22,,1305
10-Oct-19,123,8:10:00 AM,Thursday,Sherway Gardens,Utilized Off Route,18,35,E/B,8031
10-Oct-19,30,8:10:00 AM,Thursday,Viking Road,Investigation,30,1,N/B,8046
10-Oct-19,130,8:15:00 AM,Thursday,Trition and McCowan,Mechanical,16,32,N/B,3430
10-Oct-19,25,8:21:00 AM,Thursday,Don mill  Overlea,Investigation,10,20,W/B,8917
10-Oct-19,56,8:29:00 AM,Thursday,Donlands Station,Investigation,12,24,N/B,8157
10-Oct-19,95,8:30:00 AM,Thursday,Don Valley Pkwy to Leslie,General Delay,20,28,W/B,
10-Oct-19,995,8:30:00 AM,Thursday,Don Valley Pkwy to Leslie,General Delay,20,30,W/B,
10-Oct-19,125,8:35:00 AM,Thursday,Drewry Ave at Marathon Cres,Investigation,7,14,W/B,8352
10-Oct-19,36,8:39:00 AM,Thursday,Finch west station,Mechanical,5,10,E/B,9130
10-Oct-19,134,8:45:00 AM,Thursday,Scarborough Town Center,Mechanical,4,9,E/B,9063
10-Oct-19,36,9:00:00 AM,Thursday,Dufferin,General Delay,12,24,E/B,1
10-Oct-19,53,9:00:00 AM,Thursday,Don mills,General Delay,12,20,B/W,
10-Oct-19,25,9:00:00 AM,Thursday,Steeles and Don mills,General Delay,7,14,W/B,
10-Oct-19,70,9:00:00 AM,Thursday,Eglintion and Victoria park,General Delay,10,20,W/B,
10-Oct-19,600,9:30:00 AM,Thursday,Sherbourne and Queen,Utilized Off Route,1,1,N/B,8112
10-Oct-19,600,9:30:00 AM,Thursday,Lawrence Station,Utilized Off Route,1,1,W/B,8849
10-Oct-19,600,9:32:00 AM,Thursday,Jarvis and Queens Quay,Utilized Off Route,1,1,N/B,8177
10-Oct-19,63,9:33:00 AM,Thursday,Ossington at St Clair,Utilized Off Route,10,20,N/B,8337
10-Oct-19,123,9:35:00 AM,Thursday,Kipling Station,Utilized Off Route,21,42,S/B,7972
10-Oct-19,122,9:43:00 AM,Thursday,York Mills Station,Utilized Off Route,1,1,S/B,8366
10-Oct-19,95,9:45:00 AM,Thursday,York Mills Station,Utilized Off Route,1,1,wb,1651
10-Oct-19,52,9:50:00 AM,Thursday,L.W Station,Utilized Off Route,15,30,W/B,8187
10-Oct-19,945,9:55:00 AM,Thursday,The West way,Diversion,55,60,N/B,8438
10-Oct-19,75,10:00:00 AM,Thursday,whole route,General Delay,7,14,B/W,
10-Oct-19,34,10:00:00 AM,Thursday,Kennedy Station,Utilized Off Route,8,16,W/B,8764
10-Oct-19,34,10:10:00 AM,Thursday,Kennedy Stn.,Utilized Off Route,8,16,W/B,8685
10-Oct-19,54,10:12:00 AM,Thursday,Scarborough,Investigation,12,24,W/B,8888
10-Oct-19,109,10:17:00 AM,Thursday,Bathurst and Neptune,Mechanical,40,80,s/b,1288
10-Oct-19,29,10:21:00 AM,Thursday,Wilson stn,Mechanical,7,14,S/B,9023
10-Oct-19,54,10:30:00 AM,Thursday,Brimley and Lawrence,General Delay,12,24,E/B,8731
10-Oct-19,68,10:36:00 AM,Thursday,Warden Ave/Metropolitan Rd,Investigation,10,20,N/B,8928
10-Oct-19,45,10:40:00 AM,Thursday,Kipling Station,Mechanical,10,20,N/B,7977
10-Oct-19,57,10:41:00 AM,Thursday,Finch,Emergency Services,10,20,S/B,8838
10-Oct-19,929,10:58:00 AM,Thursday,Wilson stn,Mechanical,10,20,S/B,9038
10-Oct-19,135,11:02:00 AM,Thursday,Warden Ave/Fir Valley Crt,Investigation,0,0,N/B,8497
10-Oct-19,7,11:11:00 AM,Thursday,Wilson / bath,Mechanical,8,16,S/B,8325
10-Oct-19,34,11:15:00 AM,Thursday,Eglinton Station,Mechanical,8,16,E/B,8715
10-Oct-19,134,11:35:00 AM,Thursday,Scarborough Town Center,Mechanical,15,35,E/B,9097
10-Oct-19,17,11:38:00 AM,Thursday,Birchmount Rd/Ashtonbee Rd,Investigation,14,27,S/B,8481
10-Oct-19,53,11:45:00 AM,Thursday,Yonge/Steeles,Mechanical,5,10,E/B,1335
10-Oct-19,40,11:57:00 AM,Thursday,Dundas/Keele,Investigation,10,20,W/B,8070
10-Oct-19,70,12:00:00 PM,Thursday,Entire route,General Delay,10,17,B/W,
10-Oct-19,25,12:00:00 PM,Thursday,"Eglinton Ave, Pape Ave , O'Connor Drive",General Delay,20,26,B/W,
10-Oct-19,54,12:10:00 PM,Thursday,Scarborough Golf Club and Lawrence,Utilized Off Route,12,24,W/B,8784
10-Oct-19,89,12:15:00 PM,Thursday,Weston/Walsh,Emergency Services,11,22,N/B,1409
10-Oct-19,70,12:17:00 PM,Thursday,Wolverleigh Blvd,Mechanical,9,18,B/W,8818
10-Oct-19,701,12:37:00 PM,Thursday,Lawrence West Station,Mechanical,1,1,W/B,8369
10-Oct-19,29,12:45:00 PM,Thursday,Dufferin at Lawrence,Mechanical,7,14,N/B,9020
10-Oct-19,165,12:49:00 PM,Thursday,Barmac & Ormont,Mechanical,12,24,S/B,3196
10-Oct-19,52,12:50:00 PM,Thursday,Lawrence at Dufferin,Diversion,55,60,E/B,
10-Oct-19,60,1:00:00 PM,Thursday,Steeles West Route,General Delay,15,24,BW,0
10-Oct-19,995,1:05:00 PM,Thursday,Bellamy and Ellesmere,Investigation,15,30,E/B,3554
10-Oct-19,59,1:11:00 PM,Thursday,Dufferin and Lawrence,Diversion,44,67,E/B,
10-Oct-19,36,1:40:00 PM,Thursday,Finch station,Mechanical,5,10,W/B,9134
10-Oct-19,95,1:41:00 PM,Thursday,Bayview and York mills,Mechanical,20,40,E/B,3555
10-Oct-19,12,1:43:00 PM,Thursday,KINGSTON ROAD,Investigation,1,1,N/B,8962
10-Oct-19,702,1:58:00 PM,Thursday,Parkwoods Village,Investigation,1,1,E/B,3410
10-Oct-19,24,1:58:00 PM,Thursday,Victoria Park and Pachino,Investigation,15,30,N/B,3120
10-Oct-19,23,2:00:00 PM,Thursday,DAWES,General Delay,10,20,B/W,
10-Oct-19,83,2:00:00 PM,Thursday,Entire route,General Delay,10,26,B/W,
10-Oct-19,7,2:24:00 PM,Thursday,Greenwin Village at Bathurst.,Mechanical,8,16,S/B,8202
10-Oct-19,160,2:30:00 PM,Thursday,Bathurst at Finch,Investigation,15,30,N/B,8134
10-Oct-19,105,2:34:00 PM,Thursday,Sheppard West Station,Mechanical,15,30,N/B,8377
10-Oct-19,36,2:40:00 PM,Thursday,Humberwood Loop,Mechanical,5,10,W/B,9130
10-Oct-19,100,3:00:00 PM,Thursday,Between Broadview Stn and DonMills/Eglinton,General Delay,29,35,B/W,
10-Oct-19,94,3:00:00 PM,Thursday,Between Ossington Stn and Castle Frank Stn,General Delay,15,21,B/W,
10-Oct-19,87,3:00:00 PM,Thursday,Between Main St Stn and Broadview Stn,General Delay,15,21,B/W,
10-Oct-19,75,3:00:00 PM,Thursday,Between Lower Jarvis/QueensQuay and Bloor/Sherbourne,General Delay,45,55,B/W,
10-Oct-19,72,3:00:00 PM,Thursday,Between Union Stn and Pape Stn,General Delay,29,35,B/W,
10-Oct-19,6,3:00:00 PM,Thursday,Between Lower Jarvis/Sherbourne and Davenport/Dupont,General Delay,25,35,B/W,
10-Oct-19,31,3:00:00 PM,Thursday,Entire route,General Delay,10,20,B/W,
10-Oct-19,121,3:00:00 PM,Thursday,Betweeen Ontario Place and Cherrybeach,General Delay,41,51,B/W,
10-Oct-19,22,3:03:00 PM,Thursday,Coxwell Station,Mechanical,8,16,B/W,8579
10-Oct-19,63,3:04:00 PM,Thursday,Oakwood Loop,Investigation,9,19,S/B,8190
10-Oct-19,32,3:04:00 PM,Thursday,Eglinton and Old Park Rd,Investigation,5,15,WB,1049
10-Oct-19,6,3:06:00 PM,Thursday,Harbour and Bay,Investigation,12,24,S/B,1094
10-Oct-19,85,3:10:00 PM,Thursday,Sheppard at Bay Mills,Investigation,6,12,W/B,3439
10-Oct-19,32,3:11:00 PM,Thursday,Eglinton and Old Park Rd,Investigation,10,19,WB,1606
10-Oct-19,24,3:32:00 PM,Thursday,Victoria Park and Rowena,Mechanical,10,20,SB,8585
10-Oct-19,29,3:32:00 PM,Thursday,Dufferin at Lawrence,Mechanical,8,16,S/B,9145
10-Oct-19,167,3:33:00 PM,Thursday,Pharmacy at McNicoll,Investigation,11,22,S/B,3106
10-Oct-19,939,3:34:00 PM,Thursday,Finch and Mc Cowan,Investigation,5,10,E/B,1391
10-Oct-19,87,3:37:00 PM,Thursday,Broadview Stn,Vision,5,11,E/B,8558
10-Oct-19,939,3:38:00 PM,Thursday,Bayview and Finch,Mechanical,5,10,E/B,3440
10-Oct-19,76,3:55:00 PM,Thursday,royal York and Evans,Utilized Off Route,6,11,N/B,8612
10-Oct-19,105,3:56:00 PM,Thursday,Sheppard West Station,Mechanical,12,24,N/B,8110
10-Oct-19,30,4:00:00 PM,Thursday,High Park Station to Kipling Station,General Delay,15,37,B/W,
10-Oct-19,44,4:00:00 PM,Thursday,Kipling Station to Colonel Samuel Smith Loop,General Delay,15,20,B/W,
10-Oct-19,45,4:00:00 PM,Thursday,Kipling Station to Steeles and Disco and Attwell,General Delay,15,21,B/W,
10-Oct-19,112,4:00:00 PM,Thursday,Kipling Station to Steeles and Disco and Attwell,General Delay,15,21,B/W,
10-Oct-19,12,4:00:00 PM,Thursday,Victoria Park and Kennedy Station,General Delay,15,30,B/W,3116
10-Oct-19,32,4:00:00 PM,Thursday,Renforth and Eglinton Station,General Delay,30,41,B/W,
10-Oct-19,144,4:00:00 PM,Thursday,Victoria Park/ Ellesmere - Adelaide/ Simcoe,General Delay,15,30,B/W,8676
10-Oct-19,143,4:00:00 PM,Thursday,Sherbourne/Richmond - Adelaide/ Simcoe,General Delay,15,30,B/W,
10-Oct-19,67,4:00:00 PM,Thursday,Ellesmere and Victoria Park Station,General Delay,20,40,B/W,8743
10-Oct-19,102,4:06:00 PM,Thursday,Warden Stn,Mechanical,19,39,N/B,9207
10-Oct-19,939,4:15:00 PM,Thursday,Mc Cowan and Finch,Mechanical,5,10,E/B,1313
10-Oct-19,26,4:43:00 PM,Thursday,Old Mill Station,Mechanical,17,34,E/B,1590
10-Oct-19,22,4:46:00 PM,Thursday,Gerrard St,Investigation,8,16,B/W,8526
10-Oct-19,6,4:46:00 PM,Thursday,Davenport and Dupont,Mechanical,7,15,S/B,1010
10-Oct-19,43,4:50:00 PM,Thursday,Kennedy at Bertrand,Mechanical,8,17,N/B,8691
10-Oct-19,95,5:00:00 PM,Thursday,York Mills & Leslie,General Delay,20,10,B/W,1111
10-Oct-19,995,5:00:00 PM,Thursday,York Mills & Leslie,General Delay,10,20,B/W,1111
10-Oct-19,122,5:00:00 PM,Thursday,York Mills and Leslie,General Delay,10,20,B/W,1111
10-Oct-19,939,5:05:00 PM,Thursday,Scarborough town center,Mechanical,5,10,N/B,1680
10-Oct-19,23,5:50:00 PM,Thursday,Main Station,Utilized Off Route,15,30,E/B,8544
10-Oct-19,56,6:07:00 PM,Thursday,Brentcliffe and Eglinton,Utilized Off Route,18,36,EB,1219
10-Oct-19,56,6:20:00 PM,Thursday,Eglinton Station,Mechanical,20,40,EB,8332
10-Oct-19,7,6:25:00 PM,Thursday,Bathurst at Wilson,Emergency Services,7,14,N/B,1307
10-Oct-19,88,6:44:00 PM,Thursday,Laird and Wicksteed,Investigation,7,14,E/B,1289
10-Oct-19,937,7:15:00 PM,Thursday,Islington and Finch,Mechanical,12,24,S/B,8423
10-Oct-19,927,7:22:00 PM,Thursday,Highway 427 & Dundas,General Delay,28,40,S/B,
10-Oct-19,51,7:32:00 PM,Thursday,Leslie and Ravel road,Diversion,240,258,BW,8307
10-Oct-19,42,7:40:00 PM,Thursday,on McNicoll Ave at Birchmount Road,Diversion,999,999,EB,8215
10-Oct-19,17,7:42:00 PM,Thursday,Birchmount at McNicoll,Diversion,300,312,N/B,
10-Oct-19,36,7:52:00 PM,Thursday,FWSN,Investigation,8,16,W/B,9108
10-Oct-19,26,7:53:00 PM,Thursday,Old Mill Station,Mechanical,20,40,E/B,1406
10-Oct-19,134,8:00:00 PM,Thursday,tapscott and crow trail,Mechanical,16,32,E/B,3551
10-Oct-19,39,8:00:00 PM,Thursday,Finch station to Littles.,General Delay,12,20,B/W,
10-Oct-19,939,8:00:00 PM,Thursday,Finch west station to Scarbrough town centre,General Delay,13,20,B/W,
10-Oct-19,36,8:05:00 PM,Thursday,FWSN,Investigation,8,16,W/B,3360
10-Oct-19,123,8:36:00 PM,Thursday,"On Aukland, at Dundas",Emergency Services,12,24,N/B,7962
10-Oct-19,111,8:37:00 PM,Thursday,"On Aukland, at Dundas",Emergency Services,17,35,N/B,8433
10-Oct-19,86,9:16:00 PM,Thursday,Kingston rd and lawrence,Investigation,9,18,W/B,8703
10-Oct-19,41,9:25:00 PM,Thursday,Keele and St Clair,Diversion,1,1,N/B,9041
10-Oct-19,62,9:42:00 PM,Thursday,Lumsden Ave - Westlake,Investigation,20,40,W/B,8516
10-Oct-19,66,9:48:00 PM,Thursday,Humber Loop,Diversion,70,101,B/W,
10-Oct-19,34,10:17:00 PM,Thursday,Kennedy Station,Utilized Off Route,7,13,W/B,8827
10-Oct-19,96,10:20:00 PM,Thursday,Wendall and Wilson,Investigation,21,42,E/B,3337
10-Oct-19,11,10:31:00 PM,Thursday,Bayview & Fleming,Emergency Services,22,35,N/B,8124
10-Oct-19,80,11:14:00 PM,Thursday,"On The Queensway, at Kipling",Diversion,161,191,B/W,
10-Oct-19,69,11:40:00 PM,Thursday,Warden STN,Mechanical,20,40,S/B,8515
11-Oct-19,67,12:14:00 AM,Friday,Holswade and Pharmacy,Diversion,78,102,N/B,8888
11-Oct-19,34,12:20:00 AM,Friday,Eglinton Station,Mechanical,20,40,E/B,8847
11-Oct-19,161,12:21:00 AM,Friday,JANE AND ALLIANCE,Vision,29,50,S/B,1421
11-Oct-19,24,12:33:00 AM,Friday,Victoria Park Station,Utilized Off Route,9,18,B/W,8572
11-Oct-19,22,12:42:00 AM,Friday,Coxwell Station,Utilized Off Route,10,20,B/W,3135
11-Oct-19,89,1:32:00 AM,Friday,Keele Station,Investigation,10,20,N/B,1053
11-Oct-19,320,1:46:00 AM,Friday,Lakeshore/Yonge,Diversion,254,257,N/B,
